work_order_id;equipment_id;equipment_type;fabricante;modelo;prioridade;tipo_manutencao;status;data_abertura;data_inicio;data_fim;tempo_reparo_min;causa_raiz;componente_afetado;severidade_falha;tempo_parada_h;horas_planejadas_em_aberto;equipe_capacidade_h_dia;tempo_disponivel_h;tempo_operado_h;local;turno;custo_estimado;responsavel;observacoes
WO0781;T010;Trator;Case IH;Cas-T77;Alta;Preventiva;Em Andamento;2026-02-15 06:50;2026-02-15 16:20;;4220;Manutenção programada;Sistema elétrico;5;6,1;17,7;11;14,8;8,7;Fazenda A;Tarde;39110;Jade das Neves;
WO0782;H001;Colhedora de cana;Case IH;Cas-500;Baixa;Preditiva;Em Andamento;2026-02-12 06:15;2026-02-12 11:38;;2461;Sobrecarga;Sistema elétrico;1;1,2;18,7;16;22,1;20,9;Fazenda B;Noite;8873;Melina Campos;
WO0783;H015;Colhedora de cana;Case IH;Cas-360;Média;Preventiva;Aberta;2024-07-16 20:17;;;646;Manutenção programada;Sistema elétrico;3;7,8;13,4;6;16,8;9;Fazenda A;Manhã;14544;Evelyn Porto;
WO0784;H002;Colhedora de cana;New Holland;New-267;Baixa;Preventiva;Aberta;2023-10-05 12:59;;;8436;Manutenção programada;Ferramentas de corte;1;20,9;28,7;9;21,5;0,6;Fazenda B;Manhã;2156;André Lima;Deserunt nulla possimus mollitia labore voluptates unde molestiae. Magni consequatur cum ad atque in.
WO0785;H012;Colhedora de cana;Case IH;Cas-275;Baixa;Preditiva;Aberta;2024-03-14 22:28;;;3948;Falha mecânica;Pneus/Rodas;1;4,6;46,3;7;16,1;11,5;Fazenda A;Noite;6345;Dra. Alana Pastor;
WO0786;H006;Colhedora de cana;Valtra;Val-290;Alta;Preditiva;Em Andamento;2026-02-08 18:58;2026-02-09 07:12;;4781;Falha mecânica;Ferramentas de corte;4;21,3;44,8;14;21,5;0,2;Fazenda B;Noite;27636;Dra. Juliana Silva;"Fuga voluptatem voluptas. Aliquid vitae quaerat optio neque. Atque consequuntur expedita harum.
Iste velit perferendis nulla. Nisi ipsa sequi sapiente mollitia distinctio."
WO0787;T010;Trator;Case IH;Cas-T77;Alta;Corretiva;Aberta;2024-02-18 12:23;;;4697;Sobrecarga;Pneus/Rodas;5;7,4;33,9;10;9,4;2;Armazém;Manhã;4587;Enzo Cunha;Debitis maxime atque et minus. Error sunt modi consectetur adipisci quas porro expedita.
WO0788;H010;Colhedora de cana;AGCO;AGC-327;Alta;Preditiva;Concluída;2025-11-15 10:54;2025-11-17 08:46;2025-11-21 03:18;5432;Desgaste de peças;Transmissão;5;6,4;18;15;14,9;8,5;Armazém;Noite;46603;Gustavo Vasconcelos;"Sapiente modi iusto ratione. Numquam asperiores repellendus et accusantium corrupti.
Ex quam in. Debitis facere consequuntur ducimus rem facilis quia."
WO0789;T002;Trator;Case IH;Cas-T79;Alta;Preventiva;Em Andamento;2026-02-11 10:57;2026-02-11 15:32;;1958;Manutenção programada;Sistema hidráulico;4;11,5;21,1;9;12,5;1;Fazenda A;Manhã;15975;Anthony Sampaio;Et laudantium aliquid pariatur tenetur fugit. Laborum velit molestiae modi eaque quis nulla. Inventore necessitatibus quidem reiciendis assumenda fuga rerum.
WO0790;T003;Trator;AGCO;AGC-T75;Alta;Corretiva;Aberta;2024-03-23 11:59;;;3088;Condições ambientais;Pneus/Rodas;4;6,4;7,3;7;20,3;13,9;Fazenda B;Noite;12331;João Miguel Rezende;"Esse labore ad voluptate quasi. Distinctio vero atque. Ipsa qui excepturi culpa.
Qui deserunt velit nulla cupiditate ullam. Recusandae porro velit doloribus."
WO0791;T001;Trator;New Holland;New-T163;Média;Preditiva;Concluída;2026-02-15 15:26;2026-02-17 01:53;2026-02-22 01:20;7167;Falha mecânica;Transmissão;3;2,8;4;11;22,9;20,1;Armazém;Noite;1494;Isabelly Jesus;Ea maiores vero tempora recusandae doloribus. Labore distinctio beatae mollitia nam. Amet aperiam optio maiores. Quo hic illo ratione excepturi laudantium porro.
WO0792;T008;Trator;Case IH;Cas-T163;Média;Preventiva;Em Andamento;2026-01-30 07:28;2026-01-30 17:42;;2613;Manutenção programada;Transmissão;3;6,7;49,3;15;8,3;1,6;Armazém;Noite;5114;Alícia Guerra;
WO0793;H006;Colhedora de cana;Valtra;Val-290;Alta;Preditiva;Aberta;2023-07-19 13:57;;;4467;Sobrecarga;Sistema hidráulico;4;16;34,5;12;17;1;Fazenda A;Noite;36163;Sr. Anthony Teixeira;
WO0794;H004;Colhedora de cana;Valtra;Val-228;Alta;Preditiva;Concluída;2024-05-24 07:35;2024-05-26 02:13;2024-05-31 23:26;8473;Falha mecânica;Sistema elétrico;5;2,8;9,8;8;20,1;17,3;Fazenda B;Tarde;40585;Brenda Costela;"Ratione a qui quod voluptatum assumenda exercitationem necessitatibus.
Blanditiis ipsam excepturi ipsum id necessitatibus exercitationem. Ab eius voluptatum nemo."
WO0795;H006;Colhedora de cana;Valtra;Val-290;Alta;Corretiva;Concluída;2025-12-30 18:29;2026-01-01 06:12;2026-01-07 06:00;8628;Sobrecarga;Transmissão;5;18,3;4;12;20,5;2,2;Armazém;Tarde;2200;Letícia Souza;Quae laborum minus aspernatur optio. Suscipit ea laboriosam temporibus perspiciatis sapiente. Unde quam animi mollitia.
WO0796;T008;Trator;Case IH;Cas-T163;Baixa;Corretiva;Aberta;2024-04-08 23:39;;;585;Erro humano;Pneus/Rodas;1;14,4;4,1;15;18,7;4,3;Fazenda B;Manhã;353;Agatha Carvalho;
WO0797;T001;Trator;New Holland;New-T163;Alta;Corretiva;Em Andamento;2026-02-15 21:09;2026-02-16 18:18;;5126;Erro humano;Motor;4;11,8;24,6;6;16,3;4,5;Armazém;Tarde;16866;Dr. Brayan Abreu;"Unde laborum consectetur error minus doloremque iste. Eligendi amet esse soluta.
Doloribus necessitatibus numquam cum beatae pariatur eaque."
WO0798;H002;Colhedora de cana;New Holland;New-267;Baixa;Preditiva;Concluída;2024-03-31 06:02;2024-04-01 06:41;2024-04-03 03:16;2675;Falha mecânica;Sistema hidráulico;1;13,2;6,2;13;23,2;10;Armazém;Noite;1206;Sr. Danilo da Cruz;
WO0799;T011;Trator;Case IH;Cas-T147;Alta;Preditiva;Concluída;2025-05-28 01:39;2025-05-28 20:39;2025-06-01 11:09;5190;Erro humano;Transmissão;5;5,9;1;6;10,6;4,7;Fazenda B;Tarde;6880;Maria Luiza Alves;Vel cupiditate voluptatum iste. Voluptatem a maxime assumenda voluptatem quo illum. Eveniet delectus dolorem natus.
WO0800;H002;Colhedora de cana;New Holland;New-267;Alta;Preditiva;Em Andamento;2026-02-05 23:34;2026-02-06 04:55;;4437;Falha mecânica;Sistema elétrico;4;9,5;13;6;19,8;10,3;Armazém;Manhã;23185;Arthur da Cunha;
WO0801;H005;Colhedora de cana;Case IH;Cas-206;Média;Corretiva;Concluída;2023-09-11 17:05;2023-09-12 06:55;2023-09-18 08:13;8718;Condições ambientais;Sistema elétrico;2;13,7;20,6;10;15,9;2,2;Armazém;Noite;10159;Enzo Câmara;
WO0802;T004;Trator;Valtra;Val-T81;Média;Corretiva;Aberta;2025-12-21 14:04;;;7493;Sobrecarga;Pneus/Rodas;2;7,8;15,5;14;16,1;8,3;Fazenda A;Tarde;3492;Ravi Pinto;Quia debitis quasi accusamus maxime quas perspiciatis. Accusamus perferendis asperiores voluptas quis. Vero aliquid odit.
WO0803;H001;Colhedora de cana;Case IH;Cas-500;Baixa;Preditiva;Em Andamento;2026-02-17 11:45;2026-02-17 21:54;;5589;Sobrecarga;Sistema elétrico;1;13,6;20,4;10;15,5;1,9;Fazenda B;Noite;2471;Heloisa Carvalho;Cupiditate libero a voluptas quis culpa. Aliquam delectus velit fugit. Molestias quibusdam tenetur ad dicta nulla magnam.
WO0804;T008;Trator;Case IH;Cas-T163;Média;Preventiva;Aberta;2024-07-17 14:34;;;2447;Manutenção programada;Transmissão;2;20,8;48,9;12;20,9;0,1;Fazenda B;Noite;1360;Pedro Lucas Câmara;
WO0805;T013;Trator;Valtra;Val-T107;Média;Corretiva;Concluída;2023-01-21 08:05;2023-01-22 06:52;2023-01-22 23:22;990;Erro humano;Ferramentas de corte;3;3,3;48;9;13,8;10,5;Armazém;Manhã;15737;Dr. Matteo Fogaça;
WO0806;H004;Colhedora de cana;Valtra;Val-228;Média;Preditiva;Aberta;2025-04-01 18:51;;;3692;Erro humano;Transmissão;3;6;6,3;13;19,5;13,5;Fazenda B;Manhã;692;Benicio Marques;Nostrum commodi aperiam rem placeat exercitationem dolorem vero. Inventore cum id assumenda ullam enim blanditiis.
WO0807;H004;Colhedora de cana;Valtra;Val-228;Alta;Preditiva;Aberta;2024-04-09 08:01;;;4116;Desgaste de peças;Sistema hidráulico;4;0,2;48,4;9;9,4;9,2;Fazenda B;Noite;30758;Rafaela Dias;
WO0808;T004;Trator;Valtra;Val-T81;Alta;Preventiva;Em Andamento;2026-01-28 21:51;2026-01-29 10:33;;2147;Manutenção programada;Sistema elétrico;4;6,2;17,4;6;10,8;4,6;Fazenda B;Tarde;3629;Sra. Heloisa Teixeira;
WO0809;T010;Trator;Case IH;Cas-T77;Média;Preventiva;Aberta;2023-06-12 00:10;;;1758;Manutenção programada;Sistema elétrico;2;7,1;41,6;8;8;0,9;Armazém;Tarde;7215;Vinícius Cirino;
WO0810;T003;Trator;AGCO;AGC-T75;Alta;Corretiva;Aberta;2023-11-26 10:35;;;3528;Falha mecânica;Sistema elétrico;4;17,8;48,6;14;21,3;3,5;Fazenda B;Noite;14115;Srta. Lívia Cunha;
WO0811;T003;Trator;AGCO;AGC-T75;Baixa;Preditiva;Concluída;2024-05-10 23:36;2024-05-11 00:40;2024-05-14 16:32;5272;Erro humano;Ferramentas de corte;1;10;13,5;7;17,4;7,4;Fazenda A;Manhã;5097;Ana Vitória Ramos;
WO0812;H011;Colhedora de cana;Valtra;Val-331;Baixa;Preditiva;Em Andamento;2026-02-07 17:08;2026-02-08 10:56;;2148;Desgaste de peças;Ferramentas de corte;1;7,5;24,6;12;23,4;15,9;Fazenda A;Noite;9414;Nicolas Souza;
WO0813;T006;Trator;New Holland;New-T150;Alta;Corretiva;Em Andamento;2026-02-09 06:29;2026-02-09 07:34;;3830;Falha mecânica;Sistema hidráulico;4;0,7;34,5;10;9,6;8,9;Fazenda B;Tarde;18539;Benjamin Macedo;
WO0814;T003;Trator;AGCO;AGC-T75;Alta;Preditiva;Aberta;2026-01-14 17:16;;;7089;Desgaste de peças;Transmissão;4;3,7;31,2;14;20,8;17,1;Fazenda A;Noite;1347;Alícia Andrade;
WO0815;H014;Colhedora de cana;AGCO;AGC-449;Média;Preventiva;Concluída;2024-06-19 18:33;2024-06-20 06:10;2024-06-26 09:26;8836;Manutenção programada;Transmissão;2;4,6;46,9;15;9,3;4,7;Fazenda B;Tarde;6428;Enzo Cunha;Iusto amet et quia nesciunt in eveniet. Facilis quae possimus dignissimos nam placeat quisquam. Explicabo temporibus magnam quaerat.
WO0816;T010;Trator;Case IH;Cas-T77;Baixa;Preditiva;Aberta;2024-06-23 00:47;;;7977;Sobrecarga;Pneus/Rodas;1;12,1;25,6;10;18,2;6,1;Armazém;Noite;3464;Beatriz Montenegro;
WO0817;H006;Colhedora de cana;Valtra;Val-290;Alta;Corretiva;Aberta;2024-01-23 04:51;;;7979;Sobrecarga;Sistema elétrico;4;15,8;47,7;6;19,8;4;Fazenda A;Noite;34793;Enzo Gabriel Nunes;"Accusantium enim modi sed ratione maxime. Accusamus dicta possimus recusandae illum. Ipsum aliquid possimus illum accusamus assumenda doloribus.
Nemo itaque numquam dolore."
WO0818;T010;Trator;Case IH;Cas-T77;Baixa;Corretiva;Concluída;2023-03-08 21:45;2023-03-09 02:29;2023-03-13 10:21;6232;Desgaste de peças;Motor;1;3,3;20;11;9,8;6,5;Armazém;Tarde;8407;Raul Rios;
WO0819;T007;Trator;John Deere;Joh-T165;Alta;Preditiva;Em Andamento;2026-02-15 21:26;2026-02-16 18:12;;2276;Desgaste de peças;Sistema elétrico;4;3,4;18,3;16;12,7;9,3;Armazém;Manhã;8567;Bernardo Martins;
WO0820;T009;Trator;Case IH;Cas-T173;Alta;Corretiva;Concluída;2023-08-14 08:21;2023-08-15 04:02;2023-08-19 03:30;5728;Falha mecânica;Pneus/Rodas;5;2,3;49,6;10;20,1;17,8;Fazenda B;Manhã;17349;José Miguel Gomes;
WO0821;H012;Colhedora de cana;Case IH;Cas-275;Alta;Preventiva;Concluída;2025-08-03 08:13;2025-08-05 01:03;2025-08-06 09:48;1965;Manutenção programada;Sistema elétrico;4;3,5;28,4;16;9,2;5,7;Fazenda B;Noite;32824;Laura Araújo;
WO0822;T001;Trator;New Holland;New-T163;Alta;Preditiva;Aberta;2024-08-08 23:06;;;5479;Desgaste de peças;Pneus/Rodas;4;14,1;16,7;8;20,4;6,3;Armazém;Manhã;35848;Sr. Apollo Alves;
WO0823;T011;Trator;Case IH;Cas-T147;Alta;Corretiva;Concluída;2024-11-26 12:35;2024-11-26 16:02;2024-11-27 01:35;573;Desgaste de peças;Ferramentas de corte;5;13,9;39,3;10;20,6;6,7;Fazenda B;Tarde;35363;Sra. Laís Jesus;Debitis suscipit quia rem. Necessitatibus perferendis excepturi eveniet quas.
WO0824;H008;Colhedora de cana;Valtra;Val-318;Média;Preventiva;Concluída;2025-08-08 02:14;2025-08-09 23:38;2025-08-14 22:36;7138;Manutenção programada;Sistema elétrico;2;3,4;10,9;9;13,8;10,4;Fazenda A;Noite;14544;Maria Isis Pastor;
WO0825;T012;Trator;John Deere;Joh-T122;Média;Preditiva;Aberta;2025-01-13 22:34;;;3525;Falha mecânica;Sistema hidráulico;2;1,2;2,6;7;9,2;8;Fazenda A;Tarde;2853;Isabela Ribeiro;"Repudiandae iusto facilis error. Nulla aperiam accusamus dolores asperiores. Est porro soluta ipsum vitae amet.
Deserunt nobis quo voluptatum repellat. Voluptatibus at explicabo officiis."
WO0826;T012;Trator;John Deere;Joh-T122;Média;Corretiva;Em Andamento;2026-02-23 15:05;2026-02-23 19:45;;3244;Sobrecarga;Sistema hidráulico;3;4,8;14,2;7;16,9;12,1;Fazenda B;Tarde;18384;Dr. João Felipe Santos;"Earum eligendi quia alias iste. Error eligendi aspernatur asperiores quisquam.
Qui qui ex magni. Ab nemo quibusdam sed sed nulla similique."
WO0827;H008;Colhedora de cana;Valtra;Val-318;Alta;Preventiva;Em Andamento;2026-01-31 02:55;2026-01-31 08:01;;1932;Manutenção programada;Sistema elétrico;4;16;15,3;7;19,4;3,4;Fazenda A;Noite;36678;Dra. Valentina Pinto;
WO0828;T009;Trator;Case IH;Cas-T173;Média;Corretiva;Aberta;2025-09-08 14:37;;;4832;Desgaste de peças;Ferramentas de corte;2;6;40,4;10;23,6;17,6;Fazenda A;Manhã;9485;Léo Barbosa;
WO0829;T001;Trator;New Holland;New-T163;Alta;Preditiva;Concluída;2023-08-31 14:12;2023-09-01 12:54;2023-09-05 11:11;5657;Falha mecânica;Transmissão;5;9,4;37,7;8;21,2;11,8;Armazém;Manhã;34451;Marcelo Pinto;
WO0830;H003;Colhedora de cana;Valtra;Val-478;Média;Corretiva;Aberta;2024-10-27 02:42;;;7587;Condições ambientais;Sistema hidráulico;2;10,2;25,8;15;19,9;9,7;Fazenda B;Manhã;6632;Camila Gonçalves;
WO0831;H015;Colhedora de cana;Case IH;Cas-360;Baixa;Preventiva;Em Andamento;2026-01-29 14:05;2026-01-30 07:53;;2964;Manutenção programada;Sistema hidráulico;1;12,8;2,8;9;14,8;2;Fazenda B;Tarde;565;Sophie Porto;
WO0832;T012;Trator;John Deere;Joh-T122;Baixa;Preventiva;Em Andamento;2026-02-16 19:50;2026-02-17 17:01;;2463;Manutenção programada;Transmissão;1;8,7;30,1;15;17;8,3;Fazenda B;Noite;8634;Laura Rezende;
WO0833;T009;Trator;Case IH;Cas-T173;Alta;Preditiva;Concluída;2023-10-17 23:34;2023-10-19 04:27;2023-10-25 23:19;9772;Condições ambientais;Transmissão;4;15,5;1,9;6;16,3;0,8;Armazém;Manhã;36997;Giovanna Andrade;"Sed odio aut nisi.
Praesentium a facilis ad. Occaecati rem error voluptatibus."
WO0834;T005;Trator;New Holland;New-T152;Baixa;Preventiva;Aberta;2023-12-07 16:53;;;4997;Manutenção programada;Motor;1;9,8;7,4;8;13,4;3,6;Fazenda B;Tarde;9591;Davi Lucca Lopes;"Porro eveniet dolor temporibus impedit. Cumque in nulla amet. Possimus quidem odio itaque aliquam velit et.
Mollitia saepe nihil sapiente. Sed aut tempore excepturi.
Quia explicabo neque."
WO0835;H004;Colhedora de cana;Valtra;Val-228;Média;Preditiva;Concluída;2026-01-27 10:47;2026-01-29 04:38;2026-02-01 04:26;4308;Sobrecarga;Sistema elétrico;3;12,1;23,9;14;12,7;0,6;Fazenda B;Tarde;18038;Gael Henrique Mendonça;
WO0836;H013;Colhedora de cana;AGCO;AGC-457;Média;Corretiva;Concluída;2025-10-30 23:29;2025-11-01 13:40;2025-11-03 20:47;3307;Condições ambientais;Sistema elétrico;2;1,3;29,5;15;11,2;9,9;Fazenda A;Manhã;11134;Benicio Correia;
WO0837;T011;Trator;Case IH;Cas-T147;Média;Corretiva;Concluída;2023-09-12 09:19;2023-09-13 02:52;2023-09-19 11:43;9171;Sobrecarga;Transmissão;2;7,9;12,2;14;18,3;10,4;Armazém;Noite;17897;Luiz Felipe Peixoto;
WO0838;T007;Trator;John Deere;Joh-T165;Média;Preventiva;Concluída;2024-03-02 16:27;2024-03-04 03:19;2024-03-08 05:30;5891;Manutenção programada;Pneus/Rodas;3;9,3;49,6;13;23,4;14,1;Armazém;Tarde;28555;Ravi Pires;Esse libero nemo enim quam veniam veritatis totam. Placeat distinctio occaecati aliquam non corporis incidunt.
WO0839;H008;Colhedora de cana;Valtra;Val-318;Média;Preditiva;Aberta;2023-12-09 13:50;;;5076;Condições ambientais;Ferramentas de corte;2;2,2;43,5;15;19,9;17,7;Fazenda B;Noite;10148;Francisco da Rosa;
WO0840;T012;Trator;John Deere;Joh-T122;Alta;Preditiva;Concluída;2025-03-17 18:37;2025-03-19 14:42;2025-03-22 04:42;3720;Erro humano;Sistema elétrico;5;11,7;10,9;7;23,7;12;Armazém;Tarde;1358;Allana Sampaio;
WO0841;T013;Trator;Valtra;Val-T107;Alta;Preventiva;Concluída;2024-05-13 20:19;2024-05-14 03:00;2024-05-14 23:38;1238;Manutenção programada;Sistema hidráulico;4;8,2;3,8;14;21,5;13,3;Armazém;Noite;8133;Melina da Mata;Possimus veritatis quo vero. Autem ad deleniti ipsum temporibus nihil.
WO0842;H008;Colhedora de cana;Valtra;Val-318;Média;Corretiva;Concluída;2023-07-19 21:40;2023-07-21 02:09;2023-07-27 16:50;9521;Falha mecânica;Sistema elétrico;2;12,1;21,2;16;15,9;3,8;Armazém;Tarde;7703;Bárbara Dias;
WO0843;T012;Trator;John Deere;Joh-T122;Média;Preventiva;Em Andamento;2026-02-17 14:16;2026-02-17 23:09;;1992;Manutenção programada;Motor;3;0,3;14,6;13;9;8,7;Fazenda A;Manhã;22903;Mariane Costa;
WO0844;T012;Trator;John Deere;Joh-T122;Alta;Preditiva;Aberta;2024-05-15 03:35;;;5566;Erro humano;Pneus/Rodas;4;2,7;40,9;16;12;9,3;Fazenda A;Noite;37701;Breno Aragão;"Recusandae eligendi ab minus nesciunt hic corrupti id.
Quidem possimus accusamus voluptas architecto dolores. Officiis cumque dolorem blanditiis fugit. Quos nesciunt molestias dolorum et ab."
WO0845;H006;Colhedora de cana;Valtra;Val-290;Alta;Preventiva;Concluída;2025-12-05 11:39;2025-12-07 05:12;2025-12-11 16:00;6408;Manutenção programada;Transmissão;5;11,7;15,7;9;13,5;1,8;Armazém;Noite;49214;Mateus Souza;Esse iste dolores in cumque. Quisquam aliquam accusantium voluptatibus accusamus. Sunt aliquam perferendis iure voluptatum dignissimos tempora.
WO0846;H003;Colhedora de cana;Valtra;Val-478;Média;Preditiva;Em Andamento;2026-02-06 11:24;2026-02-07 00:59;;2775;Desgaste de peças;Ferramentas de corte;2;4,2;36,2;14;23,2;19;Armazém;Manhã;12574;Kaique Macedo;Tenetur quam deleniti. Doloribus error accusantium quibusdam. Magnam aperiam enim deserunt ad explicabo.
WO0847;H005;Colhedora de cana;Case IH;Cas-206;Alta;Preditiva;Aberta;2023-11-17 21:10;;;9834;Sobrecarga;Motor;5;8,2;43,3;8;15,3;7,1;Fazenda A;Manhã;13146;Joaquim Barros;Facere accusamus labore. Aliquid qui dicta ratione distinctio consequuntur vitae.
WO0848;H010;Colhedora de cana;AGCO;AGC-327;Alta;Preventiva;Aberta;2025-08-11 06:32;;;2611;Manutenção programada;Sistema elétrico;4;7,6;13,1;13;11,6;4;Armazém;Tarde;12676;João Felipe Silva;
WO0849;T003;Trator;AGCO;AGC-T75;Média;Corretiva;Em Andamento;2026-02-04 16:00;2026-02-05 03:49;;4317;Sobrecarga;Ferramentas de corte;3;9,1;17,5;11;14,1;5;Fazenda A;Tarde;28711;Vicente Ribeiro;
WO0850;T015;Trator;Case IH;Cas-T200;Média;Preditiva;Aberta;2025-10-26 01:01;;;7182;Condições ambientais;Transmissão;3;4,1;34,7;15;9,6;5,5;Fazenda A;Tarde;19984;Matheus da Paz;Laborum corrupti id velit vero optio consequatur vero. Aut incidunt explicabo laboriosam quo consectetur perspiciatis.
WO0851;H002;Colhedora de cana;New Holland;New-267;Alta;Preditiva;Em Andamento;2026-02-13 09:23;2026-02-13 23:27;;3168;Sobrecarga;Ferramentas de corte;4;5;36,4;12;14,1;9,1;Fazenda A;Tarde;33951;Maria Flor Gonçalves;
WO0852;H010;Colhedora de cana;AGCO;AGC-327;Alta;Corretiva;Concluída;2025-11-09 13:27;2025-11-10 01:38;2025-11-11 07:20;1782;Condições ambientais;Pneus/Rodas;5;21,1;2,7;10;21,9;0,8;Fazenda B;Manhã;37057;Ana Beatriz Albuquerque;Atque dolor iste aliquam doloribus repellendus expedita. Architecto magnam magni quidem. Similique recusandae temporibus repellendus quia magnam mollitia.
WO0853;H003;Colhedora de cana;Valtra;Val-478;Alta;Preditiva;Aberta;2023-05-02 01:33;;;6810;Desgaste de peças;Sistema hidráulico;5;23,4;16,7;15;23,6;0,2;Armazém;Tarde;12668;Levi Pinto;"Commodi odio eveniet tenetur occaecati. Illum pariatur expedita non.
Totam velit sint numquam ipsa quibusdam libero. Voluptatum excepturi vero. Eos recusandae nisi commodi iusto cum."
WO0854;H002;Colhedora de cana;New Holland;New-267;Média;Corretiva;Aberta;2024-03-09 16:38;;;4765;Sobrecarga;Motor;2;12;34,9;9;20,5;8,5;Fazenda A;Tarde;1269;Srta. Ana Julia Lima;
WO0855;H005;Colhedora de cana;Case IH;Cas-206;Alta;Preditiva;Concluída;2025-05-04 00:24;2025-05-05 05:10;2025-05-06 03:23;1333;Falha mecânica;Sistema hidráulico;4;15,2;48;10;17,9;2,7;Fazenda A;Manhã;4415;Sr. Luan Cunha;
WO0856;H005;Colhedora de cana;Case IH;Cas-206;Média;Preditiva;Concluída;2025-06-10 00:48;2025-06-10 13:52;2025-06-16 01:28;7896;Desgaste de peças;Ferramentas de corte;2;2,6;40,4;16;8,9;6,3;Fazenda A;Tarde;2536;Emanuella Brito;
WO0857;T008;Trator;Case IH;Cas-T163;Média;Preventiva;Aberta;2023-03-02 00:45;;;3473;Manutenção programada;Sistema hidráulico;2;4,8;21,6;14;15,3;10,5;Fazenda A;Manhã;2690;Dr. João Vitor Costela;
WO0858;T008;Trator;Case IH;Cas-T163;Média;Corretiva;Aberta;2025-10-09 15:02;;;739;Desgaste de peças;Ferramentas de corte;2;8,8;1,9;7;14,2;5,4;Fazenda B;Tarde;3494;Luiz Felipe Pereira;Consequuntur animi architecto omnis iure. Quidem blanditiis libero sit temporibus qui. Voluptatem qui non facere a tempore iure.
WO0859;T015;Trator;Case IH;Cas-T200;Baixa;Corretiva;Em Andamento;2026-01-26 11:20;2026-01-26 21:33;;1084;Condições ambientais;Transmissão;1;0,7;7,2;6;9,2;8,5;Fazenda A;Noite;1900;Vitor Fogaça;"Totam enim dolore. Cumque ratione amet. Molestiae rerum officia iste recusandae.
Quas ex corrupti deleniti ipsam. Iure fuga doloremque dolorum."
WO0860;H013;Colhedora de cana;AGCO;AGC-457;Baixa;Corretiva;Em Andamento;2026-02-17 23:46;2026-02-18 17:16;;3061;Falha mecânica;Ferramentas de corte;1;9,8;18,3;10;12,5;2,7;Fazenda A;Tarde;8045;Sr. Diego Sá;Ipsam molestias sed esse. Ipsa dolorum tempore alias cumque. Saepe repellendus molestias eum culpa.
WO0861;T015;Trator;Case IH;Cas-T200;Média;Corretiva;Concluída;2023-06-19 01:08;2023-06-20 14:54;2023-06-26 14:02;8588;Erro humano;Motor;3;14,6;39,3;15;21,9;7,3;Fazenda B;Manhã;15961;Carolina Correia;
WO0862;H002;Colhedora de cana;New Holland;New-267;Alta;Preditiva;Concluída;2024-01-16 03:36;2024-01-17 01:17;2024-01-19 17:59;3882;Erro humano;Ferramentas de corte;4;2,5;26,9;9;11,4;8,9;Fazenda A;Tarde;11016;Diogo Siqueira;"Odit alias dolore eveniet alias iure minima. Accusamus aut culpa optio.
Aut nemo sint et fugiat autem. Itaque velit officia ad nostrum. Molestiae suscipit nulla voluptatum."
WO0863;H015;Colhedora de cana;Case IH;Cas-360;Alta;Preventiva;Concluída;2024-04-22 17:11;2024-04-23 12:18;2024-04-27 20:55;6277;Manutenção programada;Sistema elétrico;5;20,5;32,3;13;21;0,5;Armazém;Tarde;35576;Allana Silveira;
WO0864;T004;Trator;Valtra;Val-T81;Baixa;Corretiva;Aberta;2023-01-07 10:55;;;7018;Sobrecarga;Sistema hidráulico;1;9;26,4;6;18,9;9,9;Fazenda B;Tarde;8663;Dr. Enzo Gabriel Garcia;"Suscipit itaque earum. Ut nulla asperiores voluptate aliquam.
Et magni suscipit. Iste natus sed quidem voluptate autem.
Ratione culpa minus neque illum. Blanditiis nulla dolore."
WO0865;H012;Colhedora de cana;Case IH;Cas-275;Baixa;Preditiva;Aberta;2023-06-02 12:01;;;1782;Condições ambientais;Motor;1;14,1;30,9;13;16,5;2,4;Fazenda B;Manhã;3060;Lunna Santos;
WO0866;H001;Colhedora de cana;Case IH;Cas-500;Alta;Corretiva;Aberta;2025-05-05 11:19;;;9852;Condições ambientais;Pneus/Rodas;4;13;32,9;10;20,4;7,4;Fazenda A;Noite;34071;Maria Júlia Siqueira;"Harum debitis et omnis. Sunt exercitationem ab numquam accusamus atque consequuntur. Incidunt ducimus delectus et in eveniet.
Et a maxime quos rerum reprehenderit. Quibusdam eos dolorem est."
WO0867;T002;Trator;Case IH;Cas-T79;Alta;Preventiva;Em Andamento;2026-02-21 14:50;2026-02-22 09:20;;948;Manutenção programada;Sistema hidráulico;5;0,3;13,4;13;10,2;9,9;Fazenda B;Noite;38648;Ana Julia Farias;
WO0868;H001;Colhedora de cana;Case IH;Cas-500;Alta;Preventiva;Concluída;2023-08-06 23:25;2023-08-08 06:17;2023-08-08 21:31;914;Manutenção programada;Pneus/Rodas;5;4,7;16,2;9;8,4;3,7;Fazenda B;Manhã;34088;Sr. Levi Duarte;
WO0869;T011;Trator;Case IH;Cas-T147;Alta;Preventiva;Aberta;2024-10-11 06:59;;;6717;Manutenção programada;Sistema elétrico;4;1,8;44,9;11;8,4;6,6;Fazenda B;Manhã;5456;Dr. Mathias Peixoto;Odio molestias accusamus. Tempora mollitia pariatur tempore. Vitae assumenda maxime veritatis at deleniti.
