OrderID,EquipmentID,EquipmentType,OrderType,Priority,CreationDate,FinishDate,Status,DowntimeHours,EstimatedCost,ActualCost,MaintenanceGroup,Description,AgeDays
576,COLH-039,Colhedora,Corretiva,2,2024-01-17,2024-02-08,Concluída,5.56,6966.14,7802.740000000001,Elétrica,Falha inesperada,22
577,COLH-032,Colhedora,Corretiva,5,2024-09-30,2024-10-20,Concluída,5.02,3514.05,3588.38,Hidráulica,Falha inesperada,20
578,COLH-024,Colhedora,Corretiva,3,2024-06-21,2024-06-27,Concluída,10.8,3511.78,3769.9900000000002,Mecânica,Falha inesperada,6
579,COLH-023,Colhedora,Corretiva,5,2024-04-25,2024-04-28,Concluída,10.4,7707.25,8672.09,Elétrica,Falha inesperada,3
580,COLH-032,Colhedora,Corretiva,4,2024-12-14,2025-01-11,Concluída,10.81,4781.66,4580.99,Hidráulica,Falha inesperada,28
581,COLH-037,Colhedora,Corretiva,5,2024-06-29,2024-07-23,Concluída,8.01,6869.82,8282.74,Elétrica,Falha inesperada,24
582,COLH-012,Colhedora,Corretiva,1,2024-03-31,2024-04-26,Concluída,7.27,2601.95,3408.42,Elétrica,Falha inesperada,26
583,COLH-049,Colhedora,Corretiva,4,2024-03-22,2024-04-04,Concluída,7.33,2722.1,1536.0,Mecânica,Falha inesperada,13
584,COLH-013,Colhedora,Corretiva,2,2024-11-19,2024-12-02,Concluída,11.06,3630.58,3518.2999999999997,Hidráulica,Falha inesperada,13
585,COLH-023,Colhedora,Preventiva,3,2024-04-23,2024-04-25,Em execução,1.18,4277.81,2958.34,Elétrica,Manutenção programada,2
586,COLH-025,Colhedora,Corretiva,4,2024-09-13,2024-09-18,Concluída,6.46,2895.07,3037.73,Hidráulica,Falha inesperada,5
587,COLH-035,Colhedora,Corretiva,4,2024-02-27,2024-03-15,Concluída,5.34,5553.94,5455.29,Mecânica,Falha inesperada,17
588,COLH-041,Colhedora,Corretiva,1,2024-06-02,2024-06-08,Concluída,12.08,5651.89,6619.77,Hidráulica,Falha inesperada,6
589,COLH-030,Colhedora,Preventiva,3,2024-12-30,2025-01-01,Concluída,2.52,3652.79,3247.98,Elétrica,Manutenção programada,2
590,COLH-017,Colhedora,Corretiva,2,2024-04-25,2024-04-29,Concluída,3.09,3772.1,4382.29,Elétrica,Falha inesperada,4
591,COLH-049,Colhedora,Corretiva,4,2024-12-08,2024-12-30,Em execução,8.67,3969.83,4724.91,Hidráulica,Falha inesperada,22
592,COLH-020,Colhedora,Preventiva,4,2024-09-22,2024-10-18,Concluída,2.63,3252.67,3758.4300000000003,Elétrica,Manutenção programada,26
593,COLH-048,Colhedora,Corretiva,1,2024-11-10,2024-11-21,Concluída,6.33,656.66,1868.7599999999998,Elétrica,Falha inesperada,11
594,COLH-025,Colhedora,Preventiva,5,2024-07-21,2024-07-29,Concluída,2.34,4872.44,6827.07,Elétrica,Manutenção programada,8
595,COLH-022,Colhedora,Preventiva,2,2024-02-10,2024-02-22,Concluída,2.3,4354.34,4743.89,Mecânica,Manutenção programada,12
596,COLH-013,Colhedora,Preventiva,3,2024-04-14,2024-04-22,Concluída,3.71,4507.78,5131.92,Mecânica,Manutenção programada,8
597,COLH-019,Colhedora,Preventiva,4,2024-07-11,2024-07-22,Concluída,3.22,3482.29,3078.0699999999997,Elétrica,Manutenção programada,11
598,COLH-049,Colhedora,Preventiva,4,2024-10-04,2024-10-26,Concluída,2.8,6215.75,5700.13,Hidráulica,Manutenção programada,22
599,COLH-036,Colhedora,Preventiva,2,2024-12-19,2025-01-08,Concluída,1.9,8638.09,9765.15,Mecânica,Manutenção programada,20
600,COLH-012,Colhedora,Preventiva,5,2024-08-24,2024-09-01,Concluída,2.83,3748.87,4770.09,Hidráulica,Manutenção programada,8
601,COLH-041,Colhedora,Preventiva,4,2024-08-08,2024-09-06,Concluída,3.26,7099.54,6575.84,Elétrica,Manutenção programada,29
602,COLH-019,Colhedora,Corretiva,2,2024-03-08,2024-03-16,Aberta,8.9,5549.97,4803.39,Elétrica,Falha inesperada,8
603,COLH-012,Colhedora,Corretiva,1,2024-07-15,2024-08-10,Concluída,8.48,5053.13,4834.14,Hidráulica,Falha inesperada,26
604,COLH-009,Colhedora,Corretiva,5,2024-09-12,2024-09-29,Em execução,5.23,4483.82,4670.719999999999,Mecânica,Falha inesperada,17
605,COLH-007,Colhedora,Corretiva,3,2024-05-18,2024-06-07,Concluída,0.79,4875.17,4847.87,Hidráulica,Falha inesperada,20
606,COLH-028,Colhedora,Corretiva,4,2024-11-07,2024-11-27,Concluída,13.4,6724.39,7152.8,Hidráulica,Falha inesperada,20
607,COLH-014,Colhedora,Corretiva,2,2024-05-28,2024-06-20,Concluída,4.07,3292.88,4326.530000000001,Elétrica,Falha inesperada,23
608,COLH-031,Colhedora,Corretiva,1,2024-04-08,2024-04-24,Concluída,2.11,4587.49,5257.17,Mecânica,Falha inesperada,16
609,COLH-019,Colhedora,Preventiva,3,2024-03-16,2024-03-30,Aberta,3.13,6873.5,7602.4,Hidráulica,Manutenção programada,14
610,COLH-047,Colhedora,Preventiva,2,2024-10-08,2024-10-19,Em execução,1.29,6475.57,4814.34,Mecânica,Manutenção programada,11
611,COLH-016,Colhedora,Corretiva,2,2024-04-18,2024-04-25,Concluída,5.59,3316.12,2325.0,Elétrica,Falha inesperada,7
612,COLH-005,Colhedora,Corretiva,3,2024-07-06,2024-07-22,Concluída,9.65,4726.11,4388.94,Mecânica,Falha inesperada,16
613,COLH-035,Colhedora,Preventiva,1,2024-07-17,2024-07-30,Concluída,4.77,6092.01,5886.900000000001,Elétrica,Manutenção programada,13
614,COLH-012,Colhedora,Corretiva,1,2024-10-29,2024-11-25,Aberta,9.16,5995.14,6967.0,Mecânica,Falha inesperada,27
615,COLH-025,Colhedora,Preventiva,5,2024-11-22,2024-12-07,Em execução,2.56,6462.7,6059.58,Hidráulica,Manutenção programada,15
616,COLH-021,Colhedora,Corretiva,4,2024-06-02,2024-06-26,Em execução,7.85,5576.43,6409.97,Elétrica,Falha inesperada,24
617,COLH-036,Colhedora,Corretiva,3,2024-02-09,2024-02-25,Em execução,2.57,5827.93,5499.85,Hidráulica,Falha inesperada,16
618,COLH-023,Colhedora,Preventiva,3,2024-05-12,2024-06-08,Concluída,2.55,5514.19,4853.48,Elétrica,Manutenção programada,27
619,COLH-016,Colhedora,Corretiva,3,2024-05-11,2024-06-01,Concluída,6.65,7369.6,6746.040000000001,Mecânica,Falha inesperada,21
620,COLH-039,Colhedora,Preventiva,1,2024-10-05,2024-10-28,Concluída,3.15,4367.28,6473.889999999999,Mecânica,Manutenção programada,23
621,COLH-045,Colhedora,Preventiva,4,2024-12-27,2025-01-20,Concluída,4.94,5072.29,4726.4,Elétrica,Manutenção programada,24
622,COLH-042,Colhedora,Corretiva,5,2024-03-24,2024-04-02,Em execução,2.19,3477.55,4330.34,Elétrica,Falha inesperada,9
623,COLH-039,Colhedora,Preventiva,2,2024-08-29,2024-09-01,Concluída,2.59,3181.97,2235.41,Elétrica,Manutenção programada,3
624,COLH-014,Colhedora,Preventiva,2,2024-04-25,2024-05-14,Em execução,1.17,5487.44,6922.58,Mecânica,Manutenção programada,19
625,COLH-031,Colhedora,Corretiva,3,2024-04-18,2024-05-08,Em execução,6.49,3913.72,4492.95,Elétrica,Falha inesperada,20
626,COLH-005,Colhedora,Preventiva,4,2024-08-08,2024-08-13,Concluída,2.14,4913.47,5432.650000000001,Elétrica,Manutenção programada,5
627,COLH-035,Colhedora,Corretiva,1,2024-02-10,2024-02-20,Aberta,3.52,7426.62,8057.68,Hidráulica,Falha inesperada,10
628,COLH-023,Colhedora,Corretiva,4,2024-05-26,2024-06-12,Em execução,10.74,7339.91,8059.11,Elétrica,Falha inesperada,17
629,COLH-029,Colhedora,Corretiva,4,2024-04-21,2024-05-06,Concluída,8.77,8336.07,9283.32,Hidráulica,Falha inesperada,15
630,COLH-043,Colhedora,Corretiva,1,2024-04-12,2024-05-05,Concluída,10.39,7456.48,7277.2,Hidráulica,Falha inesperada,23
631,COLH-011,Colhedora,Preventiva,3,2024-02-15,2024-03-11,Concluída,2.47,8604.53,8378.460000000001,Hidráulica,Manutenção programada,25
632,COLH-018,Colhedora,Preventiva,4,2024-11-19,2024-11-27,Aberta,2.93,5654.79,5994.17,Mecânica,Manutenção programada,8
633,COLH-047,Colhedora,Corretiva,2,2024-09-27,2024-10-12,Em execução,12.78,3645.47,4493.01,Hidráulica,Falha inesperada,15
634,COLH-012,Colhedora,Preventiva,1,2024-07-13,2024-08-03,Concluída,3.0,3499.41,3746.0899999999997,Elétrica,Manutenção programada,21
635,COLH-009,Colhedora,Corretiva,5,2024-10-06,2024-10-20,Em execução,10.42,7094.5,8013.62,Mecânica,Falha inesperada,14
636,COLH-010,Colhedora,Corretiva,3,2024-10-09,2024-10-29,Concluída,6.15,5077.44,5871.709999999999,Mecânica,Falha inesperada,20
637,COLH-044,Colhedora,Preventiva,1,2024-02-09,2024-03-08,Aberta,3.72,5189.2,5315.61,Mecânica,Manutenção programada,28
638,COLH-017,Colhedora,Corretiva,5,2024-07-07,2024-07-14,Concluída,6.35,4176.39,3078.6500000000005,Mecânica,Falha inesperada,7
639,COLH-038,Colhedora,Corretiva,5,2024-06-12,2024-07-03,Aberta,2.31,4356.24,4253.42,Mecânica,Falha inesperada,21
640,COLH-007,Colhedora,Preventiva,4,2024-01-24,2024-02-16,Concluída,2.99,5575.64,7269.88,Mecânica,Manutenção programada,23
641,COLH-046,Colhedora,Corretiva,4,2024-01-24,2024-02-05,Concluída,6.59,3417.16,3989.21,Mecânica,Falha inesperada,12
642,COLH-013,Colhedora,Corretiva,4,2024-01-04,2024-01-21,Concluída,3.13,5385.71,5174.07,Hidráulica,Falha inesperada,17
643,COLH-040,Colhedora,Corretiva,1,2024-11-18,2024-12-05,Em execução,8.57,7266.62,7767.139999999999,Elétrica,Falha inesperada,17
644,COLH-042,Colhedora,Corretiva,1,2024-10-16,2024-10-26,Concluída,5.32,1799.55,2640.87,Elétrica,Falha inesperada,10
645,COLH-009,Colhedora,Preventiva,3,2024-06-29,2024-07-28,Concluída,6.09,2688.03,2476.78,Hidráulica,Manutenção programada,29
646,COLH-027,Colhedora,Corretiva,4,2024-09-04,2024-09-23,Concluída,3.61,6013.41,7301.719999999999,Hidráulica,Falha inesperada,19
647,COLH-002,Colhedora,Preventiva,5,2024-04-25,2024-05-09,Concluída,1.79,7045.95,7742.51,Mecânica,Manutenção programada,14
648,COLH-005,Colhedora,Corretiva,2,2024-10-05,2024-10-16,Aberta,10.61,4265.16,3685.23,Mecânica,Falha inesperada,11
649,COLH-029,Colhedora,Corretiva,3,2024-12-30,2025-01-01,Em execução,7.6,2002.64,2987.73,Hidráulica,Falha inesperada,2
650,COLH-037,Colhedora,Corretiva,1,2024-03-09,2024-03-27,Concluída,10.55,7147.89,7120.200000000001,Mecânica,Falha inesperada,18
651,COLH-038,Colhedora,Corretiva,3,2024-12-16,2024-12-23,Em execução,9.14,3783.4,3940.1,Elétrica,Falha inesperada,7
652,COLH-019,Colhedora,Preventiva,3,2024-09-10,2024-09-22,Concluída,2.42,4458.13,3945.36,Elétrica,Manutenção programada,12
653,COLH-008,Colhedora,Preventiva,3,2024-06-29,2024-07-25,Concluída,1.62,5478.57,6283.73,Mecânica,Manutenção programada,26
654,COLH-048,Colhedora,Corretiva,3,2024-11-13,2024-11-15,Concluída,11.21,4000.35,4181.26,Mecânica,Falha inesperada,2
655,COLH-045,Colhedora,Corretiva,2,2024-06-17,2024-07-14,Concluída,4.13,3685.81,4524.82,Mecânica,Falha inesperada,27
656,COLH-001,Colhedora,Corretiva,4,2024-11-08,2024-11-28,Concluída,9.68,3713.3,3572.51,Elétrica,Falha inesperada,20
657,COLH-022,Colhedora,Corretiva,5,2024-09-05,2024-09-23,Em execução,10.76,7786.89,7554.570000000001,Mecânica,Falha inesperada,18
658,COLH-017,Colhedora,Preventiva,3,2024-07-06,2024-07-12,Em execução,2.87,6739.42,6442.27,Hidráulica,Manutenção programada,6
659,COLH-007,Colhedora,Corretiva,3,2024-02-23,2024-03-18,Concluída,7.09,5861.78,6478.61,Mecânica,Falha inesperada,24
660,COLH-025,Colhedora,Corretiva,3,2024-11-21,2024-12-01,Aberta,5.05,1720.35,1476.07,Hidráulica,Falha inesperada,10
661,COLH-045,Colhedora,Corretiva,4,2024-12-22,2025-01-11,Aberta,9.39,5867.29,6004.8,Mecânica,Falha inesperada,20
662,COLH-004,Colhedora,Corretiva,1,2024-11-08,2024-11-23,Concluída,1.14,5786.3,5671.56,Mecânica,Falha inesperada,15
663,COLH-036,Colhedora,Corretiva,1,2024-05-17,2024-05-22,Concluída,10.15,3082.8,3734.8700000000003,Elétrica,Falha inesperada,5
664,COLH-006,Colhedora,Corretiva,2,2024-06-16,2024-07-06,Concluída,8.36,5388.07,4299.83,Hidráulica,Falha inesperada,20
665,COLH-031,Colhedora,Corretiva,1,2024-04-12,2024-04-15,Em execução,7.33,6577.24,7074.87,Hidráulica,Falha inesperada,3
666,COLH-019,Colhedora,Corretiva,3,2024-03-25,2024-03-30,Em execução,8.73,5854.05,7539.12,Hidráulica,Falha inesperada,5
667,COLH-044,Colhedora,Preventiva,3,2024-11-12,2024-12-07,Em execução,1.63,3979.75,5268.57,Elétrica,Manutenção programada,25
668,COLH-039,Colhedora,Corretiva,3,2024-07-30,2024-08-07,Concluída,0.76,5019.9,4826.58,Hidráulica,Falha inesperada,8
669,COLH-027,Colhedora,Preventiva,2,2024-01-03,2024-01-11,Concluída,3.47,6095.54,6791.22,Elétrica,Manutenção programada,8
670,COLH-010,Colhedora,Corretiva,3,2024-06-27,2024-07-05,Concluída,11.95,5089.18,5629.63,Mecânica,Falha inesperada,8
671,COLH-026,Colhedora,Preventiva,1,2024-12-07,2024-12-19,Concluída,1.26,6881.43,8356.94,Mecânica,Manutenção programada,12
672,COLH-019,Colhedora,Corretiva,4,2024-10-29,2024-11-22,Concluída,4.84,5593.52,3885.4300000000003,Hidráulica,Falha inesperada,24
673,COLH-039,Colhedora,Preventiva,4,2024-11-27,2024-12-20,Concluída,3.75,6129.38,7319.67,Mecânica,Manutenção programada,23
674,COLH-003,Colhedora,Preventiva,5,2024-02-07,2024-02-15,Concluída,3.36,6232.1,6318.09,Mecânica,Manutenção programada,8
675,COLH-045,Colhedora,Corretiva,1,2024-08-26,2024-09-06,Concluída,16.89,3399.98,3105.4,Hidráulica,Falha inesperada,11
676,COLH-013,Colhedora,Corretiva,3,2024-06-17,2024-07-01,Concluída,11.23,5074.98,4757.54,Mecânica,Falha inesperada,14
677,COLH-028,Colhedora,Corretiva,4,2024-12-08,2024-12-16,Concluída,10.51,4501.47,3761.5400000000004,Hidráulica,Falha inesperada,8
678,COLH-020,Colhedora,Corretiva,1,2024-11-09,2024-12-08,Concluída,5.71,6565.77,6374.4800000000005,Hidráulica,Falha inesperada,29
679,COLH-028,Colhedora,Corretiva,4,2024-11-01,2024-11-25,Concluída,9.57,5694.85,5131.06,Mecânica,Falha inesperada,24
680,COLH-008,Colhedora,Corretiva,3,2024-01-30,2024-02-27,Concluída,12.49,4717.68,5161.85,Mecânica,Falha inesperada,28
681,COLH-041,Colhedora,Corretiva,4,2024-07-08,2024-07-18,Concluída,7.51,3077.22,3849.17,Mecânica,Falha inesperada,10
682,COLH-039,Colhedora,Corretiva,5,2024-12-22,2024-12-29,Concluída,7.65,2604.64,2699.3799999999997,Mecânica,Falha inesperada,7
683,COLH-001,Colhedora,Preventiva,5,2024-01-25,2024-02-22,Em execução,3.14,5465.51,6965.29,Mecânica,Manutenção programada,28
684,COLH-003,Colhedora,Preventiva,4,2024-04-21,2024-05-08,Aberta,2.34,3924.18,3785.4399999999996,Elétrica,Manutenção programada,17
685,COLH-013,Colhedora,Preventiva,1,2024-07-24,2024-07-28,Concluída,3.27,5999.19,6052.099999999999,Mecânica,Manutenção programada,4
686,COLH-028,Colhedora,Corretiva,1,2024-07-03,2024-08-01,Concluída,8.73,2535.29,2456.94,Elétrica,Falha inesperada,29
687,COLH-049,Colhedora,Corretiva,1,2024-02-16,2024-02-29,Aberta,12.44,7389.43,8168.33,Hidráulica,Falha inesperada,13
688,COLH-025,Colhedora,Corretiva,4,2024-08-15,2024-08-19,Concluída,7.43,5995.8,6855.46,Mecânica,Falha inesperada,4
689,COLH-033,Colhedora,Corretiva,1,2024-02-08,2024-02-13,Aberta,10.02,5148.78,5845.07,Mecânica,Falha inesperada,5
690,COLH-038,Colhedora,Preventiva,3,2024-01-16,2024-02-11,Em execução,2.84,7524.59,7725.3,Mecânica,Manutenção programada,26
691,COLH-006,Colhedora,Corretiva,5,2024-01-22,2024-02-13,Concluída,9.92,6422.63,5650.13,Hidráulica,Falha inesperada,22
692,COLH-044,Colhedora,Preventiva,3,2024-07-31,2024-08-04,Em execução,2.75,4287.5,4331.95,Elétrica,Manutenção programada,4
693,COLH-045,Colhedora,Corretiva,1,2024-11-05,2024-11-23,Aberta,9.72,5116.36,6598.87,Elétrica,Falha inesperada,18
694,COLH-032,Colhedora,Corretiva,3,2024-05-28,2024-06-03,Concluída,10.18,2053.59,3164.1800000000003,Mecânica,Falha inesperada,6
695,COLH-045,Colhedora,Corretiva,1,2024-08-28,2024-09-21,Concluída,4.8,6596.29,7131.53,Mecânica,Falha inesperada,24
696,COLH-047,Colhedora,Corretiva,4,2024-09-28,2024-10-22,Concluída,11.31,4556.07,4548.509999999999,Mecânica,Falha inesperada,24
697,COLH-021,Colhedora,Corretiva,3,2024-02-28,2024-03-22,Concluída,7.5,2034.16,2323.27,Mecânica,Falha inesperada,23
698,COLH-016,Colhedora,Corretiva,4,2024-10-13,2024-11-04,Concluída,6.59,3227.24,3223.24,Hidráulica,Falha inesperada,22
699,COLH-021,Colhedora,Corretiva,4,2024-07-20,2024-07-22,Aberta,5.87,6306.37,7560.8099999999995,Mecânica,Falha inesperada,2
700,COLH-011,Colhedora,Corretiva,2,2024-02-01,2024-02-24,Concluída,8.89,7420.7,7049.53,Hidráulica,Falha inesperada,23
701,COLH-037,Colhedora,Corretiva,1,2024-06-10,2024-06-21,Aberta,7.99,5030.64,6069.58,Mecânica,Falha inesperada,11
702,COLH-036,Colhedora,Corretiva,5,2024-09-11,2024-10-09,Concluída,9.11,3526.92,3403.56,Elétrica,Falha inesperada,28
703,COLH-035,Colhedora,Corretiva,1,2024-09-10,2024-09-24,Concluída,9.17,2868.88,4225.62,Elétrica,Falha inesperada,14
704,COLH-019,Colhedora,Corretiva,5,2024-01-09,2024-01-14,Concluída,9.83,7121.92,7763.34,Mecânica,Falha inesperada,5
705,COLH-020,Colhedora,Preventiva,1,2024-05-18,2024-05-24,Em execução,5.78,5674.2,5374.69,Mecânica,Manutenção programada,6
706,COLH-018,Colhedora,Corretiva,4,2024-01-10,2024-01-20,Concluída,8.12,4504.79,4557.34,Hidráulica,Falha inesperada,10
707,COLH-047,Colhedora,Preventiva,3,2024-08-01,2024-08-09,Em execução,2.27,4147.59,5016.9,Mecânica,Manutenção programada,8
708,COLH-041,Colhedora,Corretiva,3,2024-09-29,2024-10-13,Aberta,1.94,6007.74,5908.429999999999,Mecânica,Falha inesperada,14
709,COLH-049,Colhedora,Corretiva,2,2024-11-19,2024-12-13,Concluída,4.41,5966.48,6284.19,Mecânica,Falha inesperada,24
710,COLH-014,Colhedora,Preventiva,5,2024-02-17,2024-02-20,Em execução,4.24,3655.12,3544.7599999999998,Elétrica,Manutenção programada,3
711,COLH-015,Colhedora,Corretiva,5,2024-04-20,2024-05-02,Concluída,10.16,3286.44,4993.73,Hidráulica,Falha inesperada,12
712,COLH-031,Colhedora,Corretiva,5,2024-06-01,2024-06-17,Em execução,3.95,3362.15,5207.01,Elétrica,Falha inesperada,16
713,COLH-001,Colhedora,Corretiva,4,2024-05-02,2024-05-30,Concluída,15.39,4297.66,5768.16,Hidráulica,Falha inesperada,28
714,COLH-003,Colhedora,Corretiva,5,2024-12-22,2025-01-14,Concluída,8.98,3965.32,4165.82,Elétrica,Falha inesperada,23
715,COLH-016,Colhedora,Corretiva,3,2024-04-11,2024-04-28,Concluída,9.38,7427.14,7404.9400000000005,Mecânica,Falha inesperada,17
716,COLH-023,Colhedora,Corretiva,4,2024-08-28,2024-08-29,Concluída,14.73,4244.33,3921.0,Elétrica,Falha inesperada,1
717,COLH-011,Colhedora,Preventiva,1,2024-11-16,2024-12-09,Concluída,4.74,3125.5,4654.08,Elétrica,Manutenção programada,23
718,COLH-012,Colhedora,Corretiva,5,2024-07-09,2024-07-19,Concluída,10.34,3209.75,4254.33,Hidráulica,Falha inesperada,10
719,COLH-010,Colhedora,Corretiva,5,2024-08-04,2024-08-29,Concluída,10.49,4724.04,5807.05,Hidráulica,Falha inesperada,25
720,COLH-032,Colhedora,Corretiva,1,2024-02-20,2024-03-14,Concluída,10.77,2266.81,2366.87,Elétrica,Falha inesperada,23
721,COLH-016,Colhedora,Preventiva,5,2024-10-18,2024-10-28,Concluída,2.76,4909.82,3803.5,Hidráulica,Manutenção programada,10
722,COLH-008,Colhedora,Corretiva,1,2024-03-21,2024-04-11,Concluída,8.86,2995.69,2073.32,Hidráulica,Falha inesperada,21
723,COLH-038,Colhedora,Corretiva,4,2024-03-28,2024-04-21,Concluída,9.72,6737.92,7084.03,Hidráulica,Falha inesperada,24
724,COLH-012,Colhedora,Corretiva,3,2024-07-12,2024-07-14,Concluída,7.62,5174.84,5056.7,Hidráulica,Falha inesperada,2
725,COLH-024,Colhedora,Preventiva,1,2024-04-13,2024-04-22,Concluída,2.03,8181.54,7971.38,Hidráulica,Manutenção programada,9
726,COLH-028,Colhedora,Corretiva,2,2024-09-27,2024-10-19,Concluída,7.2,4657.7,5233.82,Elétrica,Falha inesperada,22
727,COLH-008,Colhedora,Corretiva,1,2024-04-05,2024-04-18,Aberta,5.04,302.38,1413.31,Hidráulica,Falha inesperada,13
728,COLH-028,Colhedora,Corretiva,5,2024-07-16,2024-08-10,Em execução,8.19,7186.52,6925.540000000001,Mecânica,Falha inesperada,25
729,COLH-036,Colhedora,Corretiva,4,2024-01-01,2024-01-17,Concluída,2.66,5752.88,5008.39,Elétrica,Falha inesperada,16
730,COLH-026,Colhedora,Corretiva,4,2024-06-15,2024-07-03,Em execução,9.02,5985.36,5743.38,Elétrica,Falha inesperada,18
731,COLH-008,Colhedora,Corretiva,1,2024-05-05,2024-05-24,Concluída,3.11,3496.12,2960.95,Elétrica,Falha inesperada,19
732,COLH-028,Colhedora,Preventiva,3,2024-11-08,2024-11-20,Concluída,2.6,4935.73,5710.0,Hidráulica,Manutenção programada,12
733,COLH-028,Colhedora,Preventiva,2,2024-03-21,2024-03-29,Concluída,3.5,5279.69,5576.4,Mecânica,Manutenção programada,8
734,COLH-037,Colhedora,Corretiva,4,2024-09-07,2024-09-24,Aberta,10.37,4643.27,6447.660000000001,Hidráulica,Falha inesperada,17
735,COLH-041,Colhedora,Preventiva,5,2024-06-17,2024-07-02,Em execução,3.67,2398.46,3286.21,Elétrica,Manutenção programada,15
736,COLH-036,Colhedora,Corretiva,5,2024-03-13,2024-03-23,Concluída,8.96,9153.04,10904.12,Elétrica,Falha inesperada,10
737,COLH-027,Colhedora,Corretiva,3,2024-05-20,2024-06-04,Concluída,4.64,6253.74,5430.639999999999,Elétrica,Falha inesperada,15
738,COLH-017,Colhedora,Corretiva,4,2024-03-10,2024-03-25,Concluída,10.94,5630.88,3328.59,Elétrica,Falha inesperada,15
739,COLH-009,Colhedora,Preventiva,1,2024-09-18,2024-10-11,Concluída,1.9,6970.83,7465.22,Hidráulica,Manutenção programada,23
740,COLH-033,Colhedora,Corretiva,5,2024-12-05,2024-12-12,Concluída,11.28,5966.29,6364.87,Mecânica,Falha inesperada,7
741,COLH-020,Colhedora,Corretiva,3,2024-11-03,2024-11-16,Concluída,9.88,3984.2,4185.97,Mecânica,Falha inesperada,13
742,COLH-013,Colhedora,Corretiva,4,2024-09-01,2024-09-18,Concluída,12.08,6874.67,7251.31,Elétrica,Falha inesperada,17
743,COLH-028,Colhedora,Corretiva,4,2024-01-03,2024-01-12,Aberta,8.07,6278.32,5679.099999999999,Mecânica,Falha inesperada,9
744,COLH-048,Colhedora,Corretiva,4,2024-12-02,2024-12-10,Concluída,5.54,4041.07,4791.610000000001,Elétrica,Falha inesperada,8
745,COLH-029,Colhedora,Corretiva,4,2024-03-03,2024-03-23,Concluída,4.12,6185.02,7073.97,Elétrica,Falha inesperada,20
746,COLH-013,Colhedora,Corretiva,4,2024-02-18,2024-03-15,Concluída,4.46,4639.14,3979.34,Mecânica,Falha inesperada,26
747,COLH-046,Colhedora,Corretiva,5,2024-03-16,2024-04-12,Aberta,3.09,5312.72,5329.81,Elétrica,Falha inesperada,27
748,COLH-035,Colhedora,Corretiva,3,2024-06-23,2024-07-14,Concluída,10.83,5899.48,5965.99,Mecânica,Falha inesperada,21
749,COLH-006,Colhedora,Preventiva,4,2024-04-18,2024-05-06,Concluída,4.07,7052.75,6816.1,Elétrica,Manutenção programada,18
750,COLH-018,Colhedora,Corretiva,2,2024-07-01,2024-07-14,Concluída,9.66,4031.01,3402.1200000000003,Mecânica,Falha inesperada,13
751,COLH-005,Colhedora,Corretiva,2,2024-07-10,2024-07-26,Em execução,7.9,5547.44,5857.44,Elétrica,Falha inesperada,16
752,COLH-047,Colhedora,Preventiva,3,2024-03-05,2024-03-14,Concluída,5.06,8023.59,8532.23,Mecânica,Manutenção programada,9
753,COLH-025,Colhedora,Corretiva,1,2024-12-02,2024-12-14,Concluída,7.71,4735.93,4547.780000000001,Elétrica,Falha inesperada,12
754,COLH-002,Colhedora,Corretiva,1,2024-09-27,2024-10-09,Concluída,8.66,5294.84,4722.21,Elétrica,Falha inesperada,12
755,COLH-010,Colhedora,Preventiva,1,2024-04-09,2024-04-15,Concluída,2.95,8021.35,8649.800000000001,Elétrica,Manutenção programada,6
756,COLH-030,Colhedora,Corretiva,2,2024-02-01,2024-02-20,Concluída,6.99,5956.22,5642.360000000001,Mecânica,Falha inesperada,19
757,COLH-045,Colhedora,Corretiva,1,2024-12-17,2025-01-14,Concluída,9.89,2789.03,2841.67,Hidráulica,Falha inesperada,28
758,COLH-005,Colhedora,Corretiva,5,2024-05-07,2024-05-14,Concluída,6.1,3806.78,3757.92,Elétrica,Falha inesperada,7
759,COLH-033,Colhedora,Corretiva,4,2024-12-04,2024-12-29,Concluída,5.9,6034.37,7330.94,Elétrica,Falha inesperada,25
760,COLH-001,Colhedora,Corretiva,2,2024-02-12,2024-02-15,Em execução,10.04,5634.51,5357.37,Mecânica,Falha inesperada,3
761,COLH-018,Colhedora,Corretiva,3,2024-03-18,2024-04-03,Concluída,6.51,5243.87,6924.29,Elétrica,Falha inesperada,16
762,COLH-032,Colhedora,Corretiva,3,2024-11-09,2024-11-27,Em execução,8.4,8241.84,9143.68,Elétrica,Falha inesperada,18
763,COLH-047,Colhedora,Corretiva,4,2024-10-15,2024-10-31,Concluída,6.98,4073.77,5830.49,Elétrica,Falha inesperada,16
764,COLH-049,Colhedora,Preventiva,2,2024-09-26,2024-10-19,Em execução,2.99,4888.38,5720.09,Elétrica,Manutenção programada,23
765,COLH-011,Colhedora,Preventiva,1,2024-06-10,2024-06-17,Aberta,2.33,2055.33,2178.49,Hidráulica,Manutenção programada,7
766,COLH-021,Colhedora,Corretiva,1,2024-07-07,2024-07-11,Concluída,6.08,6740.99,6307.099999999999,Hidráulica,Falha inesperada,4
767,COLH-026,Colhedora,Corretiva,5,2024-09-03,2024-09-30,Em execução,5.54,3801.72,3817.39,Elétrica,Falha inesperada,27
768,COLH-025,Colhedora,Preventiva,5,2024-08-03,2024-08-28,Concluída,3.84,6585.71,8075.53,Elétrica,Manutenção programada,25
